date,open,high,low,close,volume
2013-11-01,13.6881,13.6881,13.307,13.4102,52484476
2013-11-04,13.4737,13.5054,13.3228,13.4975,33960456
2013-11-05,13.4102,13.6087,13.3646,13.569,43517900
2013-11-06,13.6245,13.6563,13.3784,13.4261,37028666
2013-11-07,13.4261,13.434,13.1243,13.1402,47489407
2013-11-08,13.2276,13.3943,13.1879,13.3784,38921709
2013-11-11,13.3943,13.6087,13.2831,13.4102,29551795
2013-11-12,13.3387,13.3784,13.2276,13.2752,31420839
2013-11-13,13.2275,13.5769,13.2117,13.5769,39108962
2013-11-14,13.5928,13.6563,13.5054,13.569,35497097
2013-11-15,13.6007,13.6167,13.4943,13.5531,33105205
2013-11-18,13.5531,13.6404,13.434,13.4816,31231282
2013-11-19,13.4896,13.5213,13.3546,13.3943,26841783
2013-11-20,13.4102,13.561,13.3705,13.434,31087637
2013-11-21,13.5054,13.6166,13.4816,13.569,33051191
2013-11-22,13.5928,13.6087,13.4975,13.5054,29794776
2013-11-25,13.5769,13.6087,13.4419,13.4499,25129544
2013-11-26,13.5372,13.5372,13.3784,13.3943,26440554
2013-11-27,13.3863,13.569,13.3467,13.5213,31559712
2013-11-29,13.5451,13.6404,13.5293,13.561,14918840
2013-12-02,13.5928,13.6563,13.5213,13.5451,27749579
2013-12-03,13.5372,13.6563,13.037,13.1482,74867006
2013-12-04,13.1879,13.307,13.0926,13.1958,40104004
2013-12-05,13.2276,13.3863,13.1164,13.2911,44793782
2013-12-06,13.434,13.4578,13.1918,13.2593,33263140
2013-12-09,13.2434,13.3308,13.1005,13.1482,34379294
2013-12-10,13.1323,13.2514,13.1085,13.1243,30523595
2013-12-11,13.1323,13.1879,12.9655,13.0291,37848806
2013-12-12,12.9894,13.0688,12.8623,13.0132,30945439
2013-12-13,13.0767,13.3308,13.0688,13.172,48535508
2013-12-16,13.2752,13.4499,13.2673,13.3863,38001844
2013-12-17,13.3863,13.4896,13.2276,13.2593,40555838
2013-12-18,12.6956,12.7035,12.0445,12.4256,220362796
2013-12-19,12.2748,12.3065,12.1081,12.1478,84659737
2013-12-20,12.1875,12.3065,12.1636,12.243,61508271
2013-12-23,12.2986,12.3065,12.0048,12.0287,59222326
2013-12-24,12.0684,12.0922,11.989,12.0604,22642196
2013-12-26,12.0922,12.1795,12.0842,12.1716,24966315
2013-12-27,12.1875,12.1875,12.1081,12.1478,21841879
2013-12-30,12.1954,12.243,12.1081,12.1319,32838079
2013-12-31,12.1398,12.251,12.116,12.251,27836412
2014-01-02,12.243,12.2669,12.1319,12.2589,31544161
2014-01-03,12.3224,12.4177,12.1478,12.3145,46128798
2014-01-06,12.4812,12.513,12.3224,12.3701,42672711
2014-01-07,12.4892,12.4971,12.1875,12.2113,54797493
2014-01-08,12.3859,12.4733,12.3145,12.3383,48519024
2014-01-09,12.5686,12.7194,12.5209,12.5765,68016443
2014-01-10,12.7115,12.7909,12.6559,12.7591,45141418
2014-01-13,12.9973,13.1243,12.7671,12.7909,57736069
2014-01-14,12.9497,13.0449,12.8385,13.0211,44158912
2014-01-15,12.9973,13.2831,12.9814,13.2593,64167826
2014-01-16,13.2355,13.307,13.1482,13.2831,38469015
2014-01-17,13.3228,13.3228,13.0608,13.1164,37283693
2014-01-21,13.2117,13.2434,12.9894,13.0291,35695984
2014-01-22,13.0529,13.1958,12.9973,13.1402,28873495
2014-01-23,13.0926,13.1243,12.9497,13.0449,37967030
2014-01-24,12.8544,12.8703,12.5289,12.5686,66257584
2014-01-27,12.6241,12.6321,12.3224,12.4733,51362330
2014-01-28,12.6797,12.7115,12.3145,12.4812,57854595
2014-01-29,12.3892,12.4292,12.1651,12.2131,52359616
2014-01-30,12.3492,12.3652,12.1491,12.2051,32712080
2014-01-31,12.0771,12.0851,11.925,11.973,64223473
2014-02-03,12.005,12.005,11.5248,11.6449,92458982
2014-02-04,11.6609,11.949,11.5648,11.901,55444561
2014-02-05,11.949,11.949,11.6049,11.7889,45571821
2014-02-06,11.6609,11.885,11.6289,11.885,47659208
2014-02-07,11.957,12.1091,11.957,11.981,38649934
2014-02-10,12.045,12.053,11.829,11.877,36280458
2014-02-11,11.933,12.013,11.861,11.973,43604028
2014-02-12,12.0771,12.1011,11.997,12.005,30597596
2014-02-13,11.925,12.0771,11.909,12.0691,27131381
2014-02-14,12.1011,12.2931,12.029,12.1971,34400611
2014-02-18,12.3092,12.3652,12.2291,12.3172,32322743
2014-02-19,12.2531,12.3972,12.1731,12.2051,26345821
2014-02-20,12.2211,12.2451,12.1251,12.2211,20654509
2014-02-21,12.2211,12.2531,12.0931,12.1331,30089853
2014-02-24,12.1491,12.2931,12.1011,12.1491,30629450
2014-02-25,12.1731,12.2371,12.0931,12.1251,26479906
2014-02-26,12.1171,12.3696,12.0611,12.2131,34966174
2014-02-27,12.1811,12.3492,12.1331,12.3172,25822500
2014-02-28,12.2691,12.3332,12.1891,12.3172,35692576
2014-03-03,12.1651,12.2611,12.029,12.1651,42830040
2014-03-04,12.2691,12.3172,12.2171,12.3012,33116978
2014-03-05,12.3092,12.5413,12.2931,12.5092,33000463
2014-03-06,12.5813,12.6693,12.5333,12.5413,26660880
2014-03-07,12.5813,12.6453,12.4372,12.5012,23726212
2014-03-10,12.4052,12.5172,12.3652,12.4132,30529475
2014-03-11,12.3972,12.4212,12.1411,12.2451,34681984
2014-03-12,12.1971,12.3412,12.1251,12.3252,31278451
2014-03-13,12.3732,12.3732,12.0851,12.1491,34344086
2014-03-14,12.1491,12.2051,12.053,12.0691,26943258
2014-03-17,12.1491,12.2691,12.1331,12.2291,26929074
2014-03-18,12.2371,12.4612,12.2291,12.3972,28324233
2014-03-19,12.4132,12.4452,12.2851,12.3892,24374283
2014-03-20,12.3652,12.4452,12.3012,12.4452,21203080
2014-03-21,12.5893,12.5973,12.3652,12.3812,31763321
2014-03-24,12.3892,12.4372,12.2451,12.3172,27033551
2014-03-25,12.3412,12.3732,12.2371,12.2691,24656682
2014-03-26,12.3092,12.3572,12.1891,12.2051,24444055
2014-03-27,12.2051,12.3092,12.1411,12.2051,28244793
2014-03-28,12.2611,12.4692,12.2531,12.3652,36615051
2014-03-31,12.4852,12.5092,12.3892,12.4852,27054549
2014-04-01,12.5413,13.1695,12.5413,13.0615,84938937
2014-04-02,13.0054,13.1975,12.9254,13.1735,39898988
2014-04-03,13.1735,13.1975,13.0775,13.1175,26108319
2014-04-04,13.1975,13.1975,12.8934,12.9094,30524895
2014-04-07,12.8694,12.9414,12.6933,12.7573,28112902
2014-04-08,12.7974,12.9334,12.7413,12.8854,26836366
2014-04-09,12.8054,12.8734,12.6053,12.6773,36882845
2014-04-10,12.7253,12.7333,12.4772,12.5092,31254932
2014-04-11,12.6453,12.7493,12.4852,12.5092,39337243
2014-04-14,12.5893,12.6213,12.4292,12.5653,20414693
2014-04-15,12.6213,12.7093,12.5333,12.6773,28666175
2014-04-16,12.7573,12.8614,12.7253,12.8614,21861208
2014-04-17,12.7974,12.8853,12.7974,12.8054,17657937
2014-04-21,12.8134,12.8694,12.7253,12.7894,24911768
2014-04-22,12.7734,12.9494,12.7493,12.8854,18916815
2014-04-23,12.8694,13.0615,12.8694,12.9894,19808733
2014-04-24,13.1335,13.1575,12.9654,13.0615,27453234
2014-04-25,12.6533,12.7253,12.5733,12.6293,53874192
2014-04-28,12.7573,12.8454,12.6053,12.7814,33030096
2014-04-29,12.8054,12.9254,12.7333,12.9014,27163734
2014-04-30,12.9296,13.0506,12.8409,13.0264,26524968
2014-05-01,13.0264,13.0668,12.7844,12.8328,30722099
2014-05-02,12.8651,12.8893,12.7441,12.8248,22182779
2014-05-05,12.7522,12.8006,12.6715,12.6957,25127144
2014-05-06,12.6957,12.7119,12.5263,12.5505,23289128
2014-05-07,12.607,12.607,12.4457,12.4699,32181828
2014-05-08,12.5344,12.8651,12.5102,12.7522,36794779
2014-05-09,12.6877,12.8248,12.6877,12.7199,25172568
2014-05-12,12.7522,12.8248,12.728,12.7764,17164707
2014-05-13,12.7844,12.8248,12.7038,12.7925,16509281
2014-05-14,12.7844,12.8167,12.7038,12.7038,15087866
2014-05-15,12.6957,12.7038,12.5425,12.6554,27244262
2014-05-16,12.6635,12.7925,12.5505,12.7119,25639225
2014-05-19,12.6796,12.857,12.6796,12.8409,17368319
2014-05-20,12.8248,12.849,12.6957,12.7199,20348850
2014-05-21,12.7602,12.8893,12.7441,12.8328,17811407
2014-05-22,12.7844,12.9296,12.7844,12.8328,24848656
2014-05-23,12.8328,12.9296,12.8248,12.9216,17004403
2014-05-27,12.978,13.0668,12.9446,13.0345,21034686
2014-05-28,13.0426,13.1958,13.0264,13.1555,23241418
2014-05-29,13.2281,13.3571,13.2039,13.341,42832478
2014-05-30,13.2281,13.341,13.2039,13.2603,23065423
2014-06-02,13.3168,13.3168,13.2119,13.2603,17975088
2014-06-03,13.2765,13.4862,13.2684,13.3491,32581740
2014-06-04,13.3491,13.591,13.2765,13.5426,33699592
2014-06-05,13.5668,13.6233,13.3894,13.4539,34825926
2014-06-06,13.4458,13.7765,13.4458,13.7765,38583389
2014-06-09,13.7201,13.8088,13.712,13.712,23144349
2014-06-10,13.7201,13.7765,13.704,13.7201,21980136
2014-06-11,13.6878,13.7201,13.6152,13.6314,21409229
2014-06-12,13.6233,13.6556,13.3087,13.3249,28544500
2014-06-13,13.3329,13.4297,13.3087,13.3571,20323354
2014-06-16,13.2845,13.4539,13.2119,13.4136,22219572
2014-06-17,13.3733,13.5507,13.3329,13.5426,17785415
2014-06-18,13.5426,13.591,13.4096,13.5749,22925751
2014-06-19,13.6072,13.6072,13.5184,13.5346,16728501
2014-06-20,13.6072,13.6072,13.4297,13.4458,29981435
2014-06-23,13.47,13.6475,13.4539,13.6152,23084402
2014-06-24,13.583,13.8733,13.5749,13.6878,37736474
2014-06-25,13.6717,13.9217,13.6475,13.8733,37496685
2014-06-26,13.9298,13.9298,13.7524,13.8733,22193690
2014-06-27,13.8572,13.9459,13.829,13.9379,31418644
2014-06-30,13.954,13.9943,13.8733,13.9056,24099967
2014-07-01,13.9863,14.0347,13.7685,13.8814,36171515
2014-07-02,13.8653,13.954,13.8491,13.8895,17002931
2014-07-03,13.8975,13.9863,13.8895,13.9701,13581223
2014-07-07,13.8653,14.0347,13.8653,13.9701,20271602
2014-07-08,13.8895,13.9046,13.7524,13.8007,23332243
2014-07-09,13.8411,14.075,13.8249,14.0589,27036963
2014-07-10,13.8733,14.0266,13.8491,13.954,20165185
2014-07-11,13.9621,14.1073,13.9459,14.0911,20149953
2014-07-14,14.1234,14.196,14.075,14.1556,20455228
2014-07-15,14.1556,14.2363,14.075,14.1476,22631089
2014-07-16,14.2445,14.4138,14.2121,14.3573,36065737
2014-07-17,14.2444,14.5831,14.2282,14.3089,47287297
2014-07-18,14.3573,14.3896,14.2363,14.2928,24838797
2014-07-21,14.2363,14.438,14.2363,14.2766,19200500
2014-07-22,14.3331,14.4057,14.2524,14.3734,24547298
2014-07-23,14.3815,14.4783,14.3412,14.3412,30932482
2014-07-24,14.5267,14.6154,14.2605,14.3896,53837956
2014-07-25,14.438,14.4541,14.1234,14.2121,34499753
2014-07-28,14.2121,14.2847,14.0911,14.2282,29662377
2014-07-29,14.2363,14.3976,14.1476,14.1718,32972797
2014-07-30,14.2327,14.2977,14.0702,14.184,30169696
2014-07-31,14.054,14.0784,13.8184,13.8265,34170628
2014-08-01,13.8509,13.9565,13.5828,13.6559,33677955
2014-08-04,13.7778,13.9208,13.7615,13.8265,24871286
2014-08-05,13.7615,13.924,13.6315,13.7047,24851172
2014-08-06,13.5991,13.8753,13.5991,13.794,21872932
2014-08-07,13.8428,13.8915,13.6234,13.664,19997660
2014-08-08,13.6477,13.9078,13.6072,13.8834,29370435
2014-08-11,13.9484,14.0093,13.8996,13.9484,17814865
2014-08-12,13.9321,14.1433,13.924,13.9809,25514846
2014-08-13,14.2002,14.2002,14.0702,14.1515,26155194
2014-08-14,14.1352,14.2002,13.9971,14.1596,19733501
2014-08-15,14.2083,14.2083,13.9484,14.0621,20959569
2014-08-18,14.119,14.2327,14.119,14.1596,17174948
2014-08-19,14.2246,14.2327,14.0702,14.1027,15899353
2014-08-20,14.0946,14.1596,14.0134,14.1433,14207276
2014-08-21,14.1596,14.2083,14.1108,14.1352,15051296
2014-08-22,14.0702,14.1271,13.9321,13.9484,20294769
2014-08-25,13.9809,14.0459,13.9727,13.9971,10770252
2014-08-26,14.0215,14.0946,13.9646,13.9646,12167204
2014-08-27,13.9971,14.1352,13.9809,14.1027,18221103
2014-08-28,14.0296,14.1758,13.9809,14.1515,16855014
2014-08-29,14.1921,14.2083,14.1271,14.1433,15374784
2014-09-02,14.2002,14.3139,14.2002,14.2977,18538339
2014-09-03,14.3871,14.517,14.1677,14.1921,25723888
2014-09-04,14.184,14.3184,13.9646,14.0296,20733686
2014-09-05,14.054,14.054,13.7615,13.924,29801662
2014-09-08,13.5991,13.7047,13.5747,13.6478,47565253
2014-09-09,13.6397,13.664,13.4772,13.5097,26656592
2014-09-10,13.5259,13.5828,13.4934,13.5097,16644382
2014-09-11,13.4772,13.5397,13.4122,13.5341,14670061
2014-09-12,13.5178,13.5503,13.4041,13.4772,16512713
2014-09-15,13.4528,13.5016,13.3391,13.3797,23691587
2014-09-16,13.3066,13.4285,13.1279,13.4203,23772607
2014-09-17,13.4772,13.5666,13.4203,13.4285,25366299
2014-09-18,13.4366,13.5259,13.4041,13.4691,19453018
2014-09-19,13.5503,13.6234,13.4691,13.5259,35008506
2014-09-22,13.4691,13.4934,13.2741,13.2904,23800260
2014-09-23,13.2497,13.2822,13.1142,13.136,28285137
2014-09-24,13.1929,13.3635,13.1929,13.331,22021636
2014-09-25,13.3228,13.3228,13.136,13.1604,19054868
2014-09-26,13.1847,13.266,13.1441,13.266,20432094
2014-09-29,13.1198,13.3228,12.0474,12.2749,82938687
2014-09-30,12.1937,12.3074,11.7712,12.0149,115056660
2014-10-01,11.9987,12.0474,11.8281,11.8525,55948262
2014-10-02,11.9053,11.9174,11.7306,11.8281,37788366
2014-10-03,11.9093,11.9337,11.7793,11.8525,38177484
2014-10-06,11.9093,11.9387,11.7793,11.7956,23974313
2014-10-07,11.755,11.7712,11.4382,11.4544,42850710
2014-10-08,11.43,11.5681,11.0645,11.5438,50319286
2014-10-09,11.5438,11.5519,11.2107,11.2432,31768462
2014-10-10,11.1376,11.3082,10.9832,11.2026,41079514
2014-10-13,11.1944,11.2757,10.9832,10.9995,37691699
2014-10-14,11.0482,11.4057,10.9995,11.1944,43397327
2014-10-15,11.0401,11.1863,10.772,11.0645,46496966
2014-10-16,10.8695,11.4219,10.8532,11.3569,41382155
2014-10-17,11.5356,11.5763,11.3488,11.3894,31547970
2014-10-20,11.4057,11.5194,11.3325,11.5113,18972604
2014-10-21,11.5844,11.5966,11.4544,11.5844,29926800
2014-10-22,11.6087,11.6412,11.4382,11.4788,24285220
2014-10-23,11.6169,11.7712,11.6006,11.6981,30418358
2014-10-24,11.7062,11.7306,11.0888,11.1944,91944005
2014-10-27,11.2676,11.2838,11.1132,11.2269,61472177
2014-10-28,11.2838,11.5031,11.2594,11.5031,36821785
2014-10-29,11.5892,11.622,11.2778,11.4007,31263938
2014-10-30,11.3761,11.4458,11.2122,11.4335,25505958
2014-10-31,11.581,11.5974,11.5072,11.5482,37277819
2014-11-03,11.5564,11.6138,11.4253,11.4663,31589885
2014-11-04,11.4253,11.4745,11.3597,11.4335,19695724
2014-11-05,11.499,11.5154,11.3679,11.4253,26042808
2014-11-06,11.4089,11.6512,11.4089,11.6302,36431748
2014-11-07,11.6548,11.6958,11.581,11.6138,30254740
2014-11-10,11.6302,11.6384,11.4335,11.4745,36413339
2014-11-11,11.5154,11.8269,11.4745,11.7777,35345623
2014-11-12,11.7367,11.9908,11.6876,11.9498,36221067
2014-11-13,12.0564,12.4334,12.0482,12.2367,50292272
2014-11-14,12.3023,12.5113,12.2818,12.4088,37093171
2014-11-17,12.5809,12.7858,12.458,12.7366,46517259
2014-11-18,12.8678,12.9088,12.499,12.7039,43650757
2014-11-19,12.6875,12.6875,12.5072,12.6547,22633528
2014-11-20,12.5973,12.8268,12.5236,12.6711,21163158
2014-11-21,12.8186,12.8268,12.5973,12.6465,25609597
2014-11-24,12.7121,12.8596,12.7039,12.8432,32797852
2014-11-25,12.9006,12.9825,12.794,12.8514,32253458
2014-11-26,12.8268,12.8473,12.7228,12.794,20010508
2014-11-28,12.8268,12.8924,12.6793,12.8924,18620274
2014-12-01,12.9334,13.0235,12.8678,12.9252,30022014
2014-12-02,12.9989,13.0727,12.794,13.0317,32313044
2014-12-03,13.0153,13.2202,13.0153,13.1219,37561091
2014-12-04,13.1137,13.1383,12.9088,12.9579,23369025
2014-12-05,13.0317,13.0645,12.8104,12.8678,29700293
2014-12-08,12.8514,12.9088,12.6055,12.6465,25519057
2014-12-09,12.335,12.6465,12.0892,12.6465,23385340
2014-12-10,12.6465,12.6465,12.417,12.4252,24615488
2014-12-11,12.4334,12.6957,12.3187,12.5236,30359260
2014-12-12,12.458,12.4662,12.2859,12.2859,22684527
2014-12-15,12.1793,12.2244,11.6958,11.704,47476393
2014-12-16,11.6302,11.8515,11.4171,11.5482,43879326
2014-12-17,11.6138,11.9007,11.5646,11.8433,29504188
2014-12-18,12.0482,12.1383,11.8925,12.1383,35542480
2014-12-19,12.1219,12.335,12.081,12.3187,40843451
2014-12-22,12.3596,12.4908,12.2941,12.4744,25366758
2014-12-23,12.4662,12.6629,12.4662,12.5645,20828661
2014-12-24,12.5973,12.6055,12.499,12.5399,7128841
2014-12-26,12.5399,12.6916,12.5072,12.6629,11666422
2014-12-29,12.5973,12.8514,12.5727,12.7203,19137473
2014-12-30,12.6875,12.7858,12.6588,12.7039,14795048
2014-12-31,12.7121,12.8186,12.6793,12.7039,17930162
2015-01-02,12.7776,12.8268,12.4441,12.5891,24777911
2015-01-05,12.3924,12.4006,12.04,12.0974,44079745
2015-01-06,12.1957,12.2121,11.7859,11.9826,32981627
2015-01-07,12.1138,12.3678,12.1056,12.3268,26065329
2015-01-08,12.6219,12.6875,12.4826,12.6383,33943398
2015-01-09,12.6711,12.6793,12.3432,12.4662,23420750
2015-01-12,12.5481,12.5563,12.3842,12.4744,22750784
2015-01-13,12.6055,12.6875,12.3596,12.4662,26279378
2015-01-14,12.3514,12.4252,12.1547,12.3842,36798274
2015-01-15,12.3924,12.4252,12.1301,12.1793,24981340
2015-01-16,12.1383,12.3268,12.0892,12.3105,32089873
2015-01-20,12.3596,12.4006,12.0892,12.3023,28553722
2015-01-21,12.2777,12.3842,12.1957,12.2695,23281464
2015-01-22,12.3023,12.3514,12.2121,12.3187,23669219
2015-01-23,12.3105,12.3596,12.2039,12.2203,21620561
2015-01-26,12.2777,12.417,12.2654,12.3596,25237196
2015-01-27,12.2613,12.2859,12.0646,12.1711,34609134
2015-01-28,12.2788,12.2788,11.9393,11.9724,40579776
2015-01-29,12.1049,12.3864,11.8399,12.2953,40731076
2015-01-30,12.2125,12.3284,12.1132,12.1794,30439659
2015-02-02,12.2125,12.6679,12.2001,12.6431,40371750
2015-02-03,12.8087,13.0736,12.7838,12.9577,48335448
2015-02-04,12.9825,13.264,12.9577,13.1398,41179483
2015-02-05,13.2558,13.264,13.0405,13.1233,25713222
2015-02-06,13.115,13.2475,13.057,13.1316,28187680
2015-02-09,13.0488,13.2723,13.0156,13.1812,20286720
2015-02-10,13.2889,13.3634,13.173,13.322,27928530
2015-02-11,13.3137,13.5042,13.2558,13.4545,34285331
2015-02-12,13.529,13.6201,13.4959,13.5455,23738806
2015-02-13,13.5207,13.5455,13.4048,13.4959,19954568
2015-02-17,13.4214,13.4959,13.2475,13.3386,44362323
2015-02-18,13.38,13.5207,13.2972,13.4214,22812702
2015-02-19,13.4048,13.6449,13.3882,13.6035,24863932
2015-02-20,13.5704,13.6283,13.4545,13.5787,21523627
2015-02-23,13.5207,13.6201,13.4876,13.5621,19016756
2015-02-24,13.5455,13.5952,13.4793,13.5455,17672510
2015-02-25,13.529,13.7608,13.529,13.6697,23320169
2015-02-26,13.5787,13.7194,13.5538,13.5621,20799991
2015-02-27,13.5621,13.5787,13.4296,13.529,20336962
2015-03-02,13.5869,13.736,13.5828,13.7194,26341113
